,Ano,Mês,Município,Produto,Unidade de Medida,Preço médio
10639,2019,4,JANUARIA,ÓLEO DIESEL S10,R$/l,3.958
10640,2019,4,JARAGUA DO SUL,ETANOL HIDRATADO,R$/l,3.52
10641,2019,4,JARAGUA DO SUL,GASOLINA COMUM,R$/l,4.149
10642,2019,4,JARAGUA DO SUL,GLP,R$/13Kg,63.96
10643,2019,4,JARAGUA DO SUL,GNV,R$/m3,2.979
10644,2019,4,JARAGUA DO SUL,ÓLEO DIESEL,R$/l,3.57
10645,2019,4,JARAGUA DO SUL,ÓLEO DIESEL S10,R$/l,3.556
10646,2019,4,JATAI,ETANOL HIDRATADO,R$/l,3.212
10647,2019,4,JATAI,GASOLINA COMUM,R$/l,4.726
10648,2019,4,JATAI,GLP,R$/13Kg,75.283
10649,2019,4,JATAI,ÓLEO DIESEL,R$/l,3.739
10650,2019,4,JATAI,ÓLEO DIESEL S10,R$/l,3.853
10651,2019,4,JAU,ETANOL HIDRATADO,R$/l,2.825
10652,2019,4,JAU,GASOLINA COMUM,R$/l,4.294
10653,2019,4,JAU,GLP,R$/13Kg,70.311
10654,2019,4,JAU,ÓLEO DIESEL,R$/l,3.5
10655,2019,4,JAU,ÓLEO DIESEL S10,R$/l,3.62
10656,2019,4,JEQUIE,ETANOL HIDRATADO,R$/l,3.4
10657,2019,4,JEQUIE,GASOLINA COMUM,R$/l,4.619
10658,2019,4,JEQUIE,GLP,R$/13Kg,51.875
10659,2019,4,JEQUIE,ÓLEO DIESEL,R$/l,3.606
10660,2019,4,JEQUIE,ÓLEO DIESEL S10,R$/l,3.77
10661,2019,4,JI-PARANA,ETANOL HIDRATADO,R$/l,4.044
10662,2019,4,JI-PARANA,GASOLINA COMUM,R$/l,4.617
10663,2019,4,JI-PARANA,GLP,R$/13Kg,80.125
10664,2019,4,JI-PARANA,ÓLEO DIESEL,R$/l,3.858
10665,2019,4,JI-PARANA,ÓLEO DIESEL S10,R$/l,3.943
10666,2019,4,JOAO MONLEVADE,ETANOL HIDRATADO,R$/l,3.3
10667,2019,4,JOAO MONLEVADE,GASOLINA COMUM,R$/l,4.74
10668,2019,4,JOAO MONLEVADE,GLP,R$/13Kg,67.143
10669,2019,4,JOAO MONLEVADE,ÓLEO DIESEL,R$/l,3.594
10670,2019,4,JOAO MONLEVADE,ÓLEO DIESEL S10,R$/l,3.656
10671,2019,4,JOAO PESSOA,ETANOL HIDRATADO,R$/l,3.351
10672,2019,4,JOAO PESSOA,GASOLINA COMUM,R$/l,4.249
10673,2019,4,JOAO PESSOA,GLP,R$/13Kg,69.868
10674,2019,4,JOAO PESSOA,GNV,R$/m3,3.733
10675,2019,4,JOAO PESSOA,ÓLEO DIESEL,R$/l,3.591
10676,2019,4,JOAO PESSOA,ÓLEO DIESEL S10,R$/l,3.623
10677,2019,4,JOAO PINHEIRO,ETANOL HIDRATADO,R$/l,3.056
10678,2019,4,JOAO PINHEIRO,GASOLINA COMUM,R$/l,4.829
10679,2019,4,JOAO PINHEIRO,GLP,R$/13Kg,69.47
10680,2019,4,JOAO PINHEIRO,ÓLEO DIESEL,R$/l,3.717
10681,2019,4,JOAO PINHEIRO,ÓLEO DIESEL S10,R$/l,3.797
10682,2019,4,JOINVILLE,ETANOL HIDRATADO,R$/l,3.558
10683,2019,4,JOINVILLE,GASOLINA COMUM,R$/l,4.068
10684,2019,4,JOINVILLE,GLP,R$/13Kg,69.2
10685,2019,4,JOINVILLE,GNV,R$/m3,2.959
10686,2019,4,JOINVILLE,ÓLEO DIESEL,R$/l,3.418
10687,2019,4,JOINVILLE,ÓLEO DIESEL S10,R$/l,3.535
10688,2019,4,JOSE BONIFACIO,ETANOL HIDRATADO,R$/l,2.766
10689,2019,4,JOSE BONIFACIO,GASOLINA COMUM,R$/l,4.201
10690,2019,4,JOSE BONIFACIO,GLP,R$/13Kg,63.75
10691,2019,4,JOSE BONIFACIO,ÓLEO DIESEL,R$/l,3.417
10692,2019,4,JOSE BONIFACIO,ÓLEO DIESEL S10,R$/l,3.502
10693,2019,4,JUAZEIRO,ETANOL HIDRATADO,R$/l,3.711
10694,2019,4,JUAZEIRO,GASOLINA COMUM,R$/l,4.799
10695,2019,4,JUAZEIRO,GLP,R$/13Kg,60.5
10696,2019,4,JUAZEIRO,ÓLEO DIESEL,R$/l,3.663
10697,2019,4,JUAZEIRO,ÓLEO DIESEL S10,R$/l,3.768
10698,2019,4,JUAZEIRO DO NORTE,ETANOL HIDRATADO,R$/l,3.713
10699,2019,4,JUAZEIRO DO NORTE,GASOLINA COMUM,R$/l,4.708
10700,2019,4,JUAZEIRO DO NORTE,GLP,R$/13Kg,69.275
10701,2019,4,JUAZEIRO DO NORTE,ÓLEO DIESEL,R$/l,3.855
10702,2019,4,JUAZEIRO DO NORTE,ÓLEO DIESEL S10,R$/l,3.934
10703,2019,4,JUIZ DE FORA,ETANOL HIDRATADO,R$/l,3.252
10704,2019,4,JUIZ DE FORA,GASOLINA COMUM,R$/l,4.766
10705,2019,4,JUIZ DE FORA,GLP,R$/13Kg,67.369
10706,2019,4,JUIZ DE FORA,GNV,R$/m3,3.532
10707,2019,4,JUIZ DE FORA,ÓLEO DIESEL,R$/l,3.654
10708,2019,4,JUIZ DE FORA,ÓLEO DIESEL S10,R$/l,3.799
10709,2019,4,JUNDIAI,ETANOL HIDRATADO,R$/l,2.943
10710,2019,4,JUNDIAI,GASOLINA COMUM,R$/l,4.243
10711,2019,4,JUNDIAI,GLP,R$/13Kg,69.144
10712,2019,4,JUNDIAI,GNV,R$/m3,2.866
10713,2019,4,JUNDIAI,ÓLEO DIESEL,R$/l,3.511
10714,2019,4,JUNDIAI,ÓLEO DIESEL S10,R$/l,3.627
10715,2019,4,LAGARTO,ETANOL HIDRATADO,R$/l,3.362
10716,2019,4,LAGARTO,GASOLINA COMUM,R$/l,4.214
10717,2019,4,LAGARTO,GLP,R$/13Kg,65.0
10718,2019,4,LAGARTO,ÓLEO DIESEL,R$/l,3.544
10719,2019,4,LAGARTO,ÓLEO DIESEL S10,R$/l,3.597
10720,2019,4,LAGES,ETANOL HIDRATADO,R$/l,3.524
10721,2019,4,LAGES,GASOLINA COMUM,R$/l,4.277
10722,2019,4,LAGES,GLP,R$/13Kg,69.125
10723,2019,4,LAGES,GNV,R$/m3,3.299
10724,2019,4,LAGES,ÓLEO DIESEL,R$/l,3.376
10725,2019,4,LAGES,ÓLEO DIESEL S10,R$/l,3.524
10726,2019,4,LAGUNA,ETANOL HIDRATADO,R$/l,3.724
10727,2019,4,LAGUNA,GASOLINA COMUM,R$/l,4.21
10728,2019,4,LAGUNA,GLP,R$/13Kg,68.75
10729,2019,4,LAGUNA,GNV,R$/m3,2.949
10730,2019,4,LAGUNA,ÓLEO DIESEL,R$/l,3.515
10731,2019,4,LAGUNA,ÓLEO DIESEL S10,R$/l,3.592
10732,2019,4,LAJEADO,ETANOL HIDRATADO,R$/l,4.146
10733,2019,4,LAJEADO,GASOLINA COMUM,R$/l,4.698
10734,2019,4,LAJEADO,GLP,R$/13Kg,72.9
10735,2019,4,LAJEADO,ÓLEO DIESEL,R$/l,3.488
10736,2019,4,LAJEADO,ÓLEO DIESEL S10,R$/l,3.527
10737,2019,4,LAJEDO,ETANOL HIDRATADO,R$/l,3.493
10738,2019,4,LAJEDO,GASOLINA COMUM,R$/l,4.328
10739,2019,4,LAJEDO,GLP,R$/13Kg,65.0
10740,2019,4,LAJEDO,ÓLEO DIESEL S10,R$/l,3.529
10741,2019,4,LAURO DE FREITAS,ETANOL HIDRATADO,R$/l,3.465
10742,2019,4,LAURO DE FREITAS,GASOLINA COMUM,R$/l,4.531
10743,2019,4,LAURO DE FREITAS,GLP,R$/13Kg,61.523
10744,2019,4,LAURO DE FREITAS,ÓLEO DIESEL,R$/l,3.471
10745,2019,4,LAURO DE FREITAS,ÓLEO DIESEL S10,R$/l,3.571
10746,2019,4,LAVRAS,ETANOL HIDRATADO,R$/l,3.393
10747,2019,4,LAVRAS,GASOLINA COMUM,R$/l,4.832
10748,2019,4,LAVRAS,GLP,R$/13Kg,65.25
10749,2019,4,LAVRAS,ÓLEO DIESEL,R$/l,3.76
10750,2019,4,LAVRAS,ÓLEO DIESEL S10,R$/l,3.822
10751,2019,4,LEME,ETANOL HIDRATADO,R$/l,2.863
10752,2019,4,LEME,GASOLINA COMUM,R$/l,4.181
10753,2019,4,LEME,GLP,R$/13Kg,64.625
10754,2019,4,LEME,ÓLEO DIESEL,R$/l,3.545
10755,2019,4,LEME,ÓLEO DIESEL S10,R$/l,3.634
10756,2019,4,LEOPOLDINA,ETANOL HIDRATADO,R$/l,3.316
10757,2019,4,LEOPOLDINA,GASOLINA COMUM,R$/l,4.852
10758,2019,4,LEOPOLDINA,GLP,R$/13Kg,75.042
10759,2019,4,LEOPOLDINA,ÓLEO DIESEL,R$/l,3.518
10760,2019,4,LEOPOLDINA,ÓLEO DIESEL S10,R$/l,3.614
10761,2019,4,LIMEIRA,ETANOL HIDRATADO,R$/l,2.832
10762,2019,4,LIMEIRA,GASOLINA COMUM,R$/l,4.195
10763,2019,4,LIMEIRA,GLP,R$/13Kg,64.846
10764,2019,4,LIMEIRA,GNV,R$/m3,2.899
10765,2019,4,LIMEIRA,ÓLEO DIESEL,R$/l,3.357
10766,2019,4,LIMEIRA,ÓLEO DIESEL S10,R$/l,3.504
10767,2019,4,LIMOEIRO DO NORTE,ETANOL HIDRATADO,R$/l,3.631
10768,2019,4,LIMOEIRO DO NORTE,GASOLINA COMUM,R$/l,4.618
10769,2019,4,LIMOEIRO DO NORTE,GLP,R$/13Kg,72.5
10770,2019,4,LIMOEIRO DO NORTE,ÓLEO DIESEL,R$/l,3.727
10771,2019,4,LIMOEIRO DO NORTE,ÓLEO DIESEL S10,R$/l,3.817
10772,2019,4,LINHARES,ETANOL HIDRATADO,R$/l,3.596
10773,2019,4,LINHARES,GASOLINA COMUM,R$/l,4.654
10774,2019,4,LINHARES,GLP,R$/13Kg,62.991
10775,2019,4,LINHARES,GNV,R$/m3,3.49
10776,2019,4,LINHARES,ÓLEO DIESEL,R$/l,3.405
10777,2019,4,LINHARES,ÓLEO DIESEL S10,R$/l,3.528
10778,2019,4,LINS,ETANOL HIDRATADO,R$/l,2.837
10779,2019,4,LINS,GASOLINA COMUM,R$/l,4.262
10780,2019,4,LINS,GLP,R$/13Kg,63.0
10781,2019,4,LINS,ÓLEO DIESEL,R$/l,3.615
10782,2019,4,LINS,ÓLEO DIESEL S10,R$/l,3.677
10783,2019,4,LIVRAMENTO DE NOSSA SENHORA,ETANOL HIDRATADO,R$/l,3.508
10784,2019,4,LIVRAMENTO DE NOSSA SENHORA,GASOLINA COMUM,R$/l,4.893
10785,2019,4,LIVRAMENTO DE NOSSA SENHORA,GLP,R$/13Kg,61.5
10786,2019,4,LIVRAMENTO DE NOSSA SENHORA,ÓLEO DIESEL,R$/l,3.619
10787,2019,4,LIVRAMENTO DE NOSSA SENHORA,ÓLEO DIESEL S10,R$/l,3.681
10788,2019,4,LONDRINA,ETANOL HIDRATADO,R$/l,3.017
10789,2019,4,LONDRINA,GASOLINA COMUM,R$/l,4.332
10790,2019,4,LONDRINA,GLP,R$/13Kg,68.544
10791,2019,4,LONDRINA,GNV,R$/m3,3.685
10792,2019,4,LONDRINA,ÓLEO DIESEL,R$/l,3.409
10793,2019,4,LONDRINA,ÓLEO DIESEL S10,R$/l,3.488
10794,2019,4,LORENA,ETANOL HIDRATADO,R$/l,2.979
10795,2019,4,LORENA,GASOLINA COMUM,R$/l,4.191
10796,2019,4,LORENA,GLP,R$/13Kg,60.333
10797,2019,4,LORENA,ÓLEO DIESEL,R$/l,3.375
10798,2019,4,LORENA,ÓLEO DIESEL S10,R$/l,3.494
10799,2019,4,LUZIANIA,ETANOL HIDRATADO,R$/l,3.016
10800,2019,4,LUZIANIA,GASOLINA COMUM,R$/l,4.424
10801,2019,4,LUZIANIA,GLP,R$/13Kg,63.833
10802,2019,4,LUZIANIA,ÓLEO DIESEL,R$/l,3.614
10803,2019,4,LUZIANIA,ÓLEO DIESEL S10,R$/l,3.725
10804,2019,4,MACAE,ETANOL HIDRATADO,R$/l,4.16
10805,2019,4,MACAE,GASOLINA COMUM,R$/l,4.976
10806,2019,4,MACAE,GLP,R$/13Kg,66.2
10807,2019,4,MACAE,GNV,R$/m3,3.354
10808,2019,4,MACAE,ÓLEO DIESEL,R$/l,3.574
10809,2019,4,MACAE,ÓLEO DIESEL S10,R$/l,3.724
10810,2019,4,MACAPA,ETANOL HIDRATADO,R$/l,3.857
10811,2019,4,MACAPA,GASOLINA COMUM,R$/l,4.062
10812,2019,4,MACAPA,GLP,R$/13Kg,78.528
10813,2019,4,MACAPA,ÓLEO DIESEL,R$/l,4.167
10814,2019,4,MACAPA,ÓLEO DIESEL S10,R$/l,4.667
10815,2019,4,MACEIO,ETANOL HIDRATADO,R$/l,3.64
10816,2019,4,MACEIO,GASOLINA COMUM,R$/l,4.569
10817,2019,4,MACEIO,GLP,R$/13Kg,64.863
10818,2019,4,MACEIO,GNV,R$/m3,3.465
10819,2019,4,MACEIO,ÓLEO DIESEL,R$/l,3.77
10820,2019,4,MACEIO,ÓLEO DIESEL S10,R$/l,3.763
10821,2019,4,MAFRA,ETANOL HIDRATADO,R$/l,3.618
10822,2019,4,MAFRA,GASOLINA COMUM,R$/l,4.301
10823,2019,4,MAFRA,GLP,R$/13Kg,72.362
10824,2019,4,MAFRA,ÓLEO DIESEL,R$/l,3.399
10825,2019,4,MAFRA,ÓLEO DIESEL S10,R$/l,3.567
10826,2019,4,MAGE,ETANOL HIDRATADO,R$/l,3.841
10827,2019,4,MAGE,GASOLINA COMUM,R$/l,4.862
10828,2019,4,MAGE,GLP,R$/13Kg,60.917
10829,2019,4,MAGE,ÓLEO DIESEL,R$/l,3.455
10830,2019,4,MAGE,ÓLEO DIESEL S10,R$/l,3.628
10831,2019,4,MANACAPURU,ETANOL HIDRATADO,R$/l,3.69
10832,2019,4,MANACAPURU,GASOLINA COMUM,R$/l,4.103
10833,2019,4,MANACAPURU,GLP,R$/13Kg,81.6
10834,2019,4,MANACAPURU,ÓLEO DIESEL,R$/l,3.806
10835,2019,4,MANACAPURU,ÓLEO DIESEL S10,R$/l,3.89
10836,2019,4,MANAUS,ETANOL HIDRATADO,R$/l,3.361
10837,2019,4,MANAUS,GASOLINA COMUM,R$/l,4.207
10838,2019,4,MANAUS,GLP,R$/13Kg,71.568
10839,2019,4,MANAUS,GNV,R$/m3,3.17
10840,2019,4,MANAUS,ÓLEO DIESEL,R$/l,3.679
10841,2019,4,MANAUS,ÓLEO DIESEL S10,R$/l,3.771
10842,2019,4,MANHUACU,ETANOL HIDRATADO,R$/l,3.239
10843,2019,4,MANHUACU,GASOLINA COMUM,R$/l,4.79
10844,2019,4,MANHUACU,GLP,R$/13Kg,69.583
10845,2019,4,MANHUACU,ÓLEO DIESEL,R$/l,3.604
10846,2019,4,MANHUACU,ÓLEO DIESEL S10,R$/l,3.66
10847,2019,4,MARABA,ETANOL HIDRATADO,R$/l,3.842
10848,2019,4,MARABA,GASOLINA COMUM,R$/l,4.824
10849,2019,4,MARABA,GLP,R$/13Kg,78.214
10850,2019,4,MARABA,ÓLEO DIESEL,R$/l,3.929
10851,2019,4,MARABA,ÓLEO DIESEL S10,R$/l,3.966
10852,2019,4,MARACANAU,ETANOL HIDRATADO,R$/l,3.722
10853,2019,4,MARACANAU,GASOLINA COMUM,R$/l,4.672
10854,2019,4,MARACANAU,GLP,R$/13Kg,78.278
10855,2019,4,MARACANAU,GNV,R$/m3,3.58
10856,2019,4,MARACANAU,ÓLEO DIESEL S10,R$/l,3.773
10857,2019,4,MARECHAL CANDIDO RONDON,ETANOL HIDRATADO,R$/l,3.157
10858,2019,4,MARECHAL CANDIDO RONDON,GASOLINA COMUM,R$/l,4.466
10859,2019,4,MARECHAL CANDIDO RONDON,GLP,R$/13Kg,78.75
10860,2019,4,MARECHAL CANDIDO RONDON,ÓLEO DIESEL,R$/l,3.458
10861,2019,4,MARECHAL CANDIDO RONDON,ÓLEO DIESEL S10,R$/l,3.53
10862,2019,4,MARICA,ETANOL HIDRATADO,R$/l,4.089
10863,2019,4,MARICA,GASOLINA COMUM,R$/l,4.908
10864,2019,4,MARICA,GLP,R$/13Kg,60.817
10865,2019,4,MARICA,ÓLEO DIESEL,R$/l,3.605
10866,2019,4,MARICA,ÓLEO DIESEL S10,R$/l,3.762
10867,2019,4,MARILIA,ETANOL HIDRATADO,R$/l,2.94
10868,2019,4,MARILIA,GASOLINA COMUM,R$/l,4.38
10869,2019,4,MARILIA,GLP,R$/13Kg,75.667
10870,2019,4,MARILIA,ÓLEO DIESEL,R$/l,3.601
10871,2019,4,MARILIA,ÓLEO DIESEL S10,R$/l,3.665
10872,2019,4,MARINGA,ETANOL HIDRATADO,R$/l,3.2
10873,2019,4,MARINGA,GASOLINA COMUM,R$/l,4.512
10874,2019,4,MARINGA,GLP,R$/13Kg,79.556
10875,2019,4,MARINGA,ÓLEO DIESEL,R$/l,3.384
10876,2019,4,MARINGA,ÓLEO DIESEL S10,R$/l,3.536
10877,2019,4,MATAO,ETANOL HIDRATADO,R$/l,2.939
10878,2019,4,MATAO,GASOLINA COMUM,R$/l,4.252
10879,2019,4,MATAO,GLP,R$/13Kg,71.25
10880,2019,4,MATAO,GNV,R$/m3,3.389
10881,2019,4,MATAO,ÓLEO DIESEL,R$/l,3.438
10882,2019,4,MATAO,ÓLEO DIESEL S10,R$/l,3.524
10883,2019,4,MAUA,ETANOL HIDRATADO,R$/l,2.941
10884,2019,4,MAUA,GASOLINA COMUM,R$/l,4.194
10885,2019,4,MAUA,GLP,R$/13Kg,71.302
10886,2019,4,MAUA,GNV,R$/m3,2.899
10887,2019,4,MAUA,ÓLEO DIESEL,R$/l,3.496
10888,2019,4,MAUA,ÓLEO DIESEL S10,R$/l,3.609
10889,2019,4,MINEIROS,ETANOL HIDRATADO,R$/l,2.971
10890,2019,4,MINEIROS,GASOLINA COMUM,R$/l,4.438
10891,2019,4,MINEIROS,GLP,R$/13Kg,68.5
10892,2019,4,MINEIROS,ÓLEO DIESEL,R$/l,3.625
10893,2019,4,MINEIROS,ÓLEO DIESEL S10,R$/l,3.708
10894,2019,4,MIRASSOL,ETANOL HIDRATADO,R$/l,2.738
10895,2019,4,MIRASSOL,GASOLINA COMUM,R$/l,4.205
10896,2019,4,MIRASSOL,GLP,R$/13Kg,58.833
10897,2019,4,MIRASSOL,ÓLEO DIESEL,R$/l,3.432
10898,2019,4,MIRASSOL,ÓLEO DIESEL S10,R$/l,3.537
10899,2019,4,MOCOCA,ETANOL HIDRATADO,R$/l,2.901
10900,2019,4,MOCOCA,GASOLINA COMUM,R$/l,4.187
10901,2019,4,MOCOCA,GLP,R$/13Kg,70.3
10902,2019,4,MOCOCA,ÓLEO DIESEL,R$/l,3.385
10903,2019,4,MOCOCA,ÓLEO DIESEL S10,R$/l,3.418
10904,2019,4,MOGI DAS CRUZES,ETANOL HIDRATADO,R$/l,2.919
10905,2019,4,MOGI DAS CRUZES,GASOLINA COMUM,R$/l,4.203
10906,2019,4,MOGI DAS CRUZES,GLP,R$/13Kg,62.969
10907,2019,4,MOGI DAS CRUZES,GNV,R$/m3,2.899
10908,2019,4,MOGI DAS CRUZES,ÓLEO DIESEL,R$/l,3.392
10909,2019,4,MOGI DAS CRUZES,ÓLEO DIESEL S10,R$/l,3.492
10910,2019,4,MOGI GUACU,ETANOL HIDRATADO,R$/l,2.937
10911,2019,4,MOGI GUACU,GASOLINA COMUM,R$/l,4.229
10912,2019,4,MOGI GUACU,GLP,R$/13Kg,60.886
10913,2019,4,MOGI GUACU,ÓLEO DIESEL,R$/l,3.499
10914,2019,4,MOGI GUACU,ÓLEO DIESEL S10,R$/l,3.604
10915,2019,4,MOGI MIRIM,ETANOL HIDRATADO,R$/l,2.844
10916,2019,4,MOGI MIRIM,GASOLINA COMUM,R$/l,4.184
10917,2019,4,MOGI MIRIM,GLP,R$/13Kg,56.719
10918,2019,4,MOGI MIRIM,ÓLEO DIESEL,R$/l,3.425
10919,2019,4,MOGI MIRIM,ÓLEO DIESEL S10,R$/l,3.553
10920,2019,4,MONTE ALTO,ETANOL HIDRATADO,R$/l,2.839
10921,2019,4,MONTE ALTO,GASOLINA COMUM,R$/l,4.333
10922,2019,4,MONTE ALTO,GLP,R$/13Kg,69.306
10923,2019,4,MONTE ALTO,ÓLEO DIESEL,R$/l,3.57
10924,2019,4,MONTE ALTO,ÓLEO DIESEL S10,R$/l,3.617
10925,2019,4,MONTE CARMELO,ETANOL HIDRATADO,R$/l,3.168
10926,2019,4,MONTE CARMELO,GASOLINA COMUM,R$/l,4.776
10927,2019,4,MONTE CARMELO,GLP,R$/13Kg,66.028
10928,2019,4,MONTE CARMELO,ÓLEO DIESEL,R$/l,3.692
10929,2019,4,MONTE CARMELO,ÓLEO DIESEL S10,R$/l,3.804
10930,2019,4,MONTES CLAROS,ETANOL HIDRATADO,R$/l,3.015
10931,2019,4,MONTES CLAROS,GASOLINA COMUM,R$/l,4.735
10932,2019,4,MONTES CLAROS,GLP,R$/13Kg,73.333
10933,2019,4,MONTES CLAROS,ÓLEO DIESEL,R$/l,3.543
10934,2019,4,MONTES CLAROS,ÓLEO DIESEL S10,R$/l,3.705
10935,2019,4,MORRINHOS,ETANOL HIDRATADO,R$/l,2.963
10936,2019,4,MORRINHOS,GASOLINA COMUM,R$/l,4.374
10937,2019,4,MORRINHOS,GLP,R$/13Kg,68.25
10938,2019,4,MORRINHOS,ÓLEO DIESEL,R$/l,3.514
10939,2019,4,MORRINHOS,ÓLEO DIESEL S10,R$/l,3.61
10940,2019,4,MOSSORO,ETANOL HIDRATADO,R$/l,3.572
10941,2019,4,MOSSORO,GASOLINA COMUM,R$/l,4.518
10942,2019,4,MOSSORO,GLP,R$/13Kg,70.375
10943,2019,4,MOSSORO,GNV,R$/m3,3.615
10944,2019,4,MOSSORO,ÓLEO DIESEL,R$/l,3.643
10945,2019,4,MOSSORO,ÓLEO DIESEL S10,R$/l,3.799
10946,2019,4,MURIAE,ETANOL HIDRATADO,R$/l,3.252
10947,2019,4,MURIAE,GASOLINA COMUM,R$/l,4.707
10948,2019,4,MURIAE,GLP,R$/13Kg,74.9
10949,2019,4,MURIAE,ÓLEO DIESEL,R$/l,3.56
10950,2019,4,MURIAE,ÓLEO DIESEL S10,R$/l,3.667
10951,2019,4,NATAL,ETANOL HIDRATADO,R$/l,3.634
10952,2019,4,NATAL,GASOLINA COMUM,R$/l,4.586
10953,2019,4,NATAL,GLP,R$/13Kg,68.352
10954,2019,4,NATAL,GNV,R$/m3,3.6
10955,2019,4,NATAL,ÓLEO DIESEL,R$/l,3.722
10956,2019,4,NATAL,ÓLEO DIESEL S10,R$/l,3.843
10957,2019,4,NILOPOLIS,ETANOL HIDRATADO,R$/l,3.805
10958,2019,4,NILOPOLIS,GASOLINA COMUM,R$/l,4.793
10959,2019,4,NILOPOLIS,GLP,R$/13Kg,61.875
10960,2019,4,NILOPOLIS,GNV,R$/m3,2.998
10961,2019,4,NILOPOLIS,ÓLEO DIESEL,R$/l,3.399
10962,2019,4,NILOPOLIS,ÓLEO DIESEL S10,R$/l,3.671
10963,2019,4,NITEROI,ETANOL HIDRATADO,R$/l,3.992
10964,2019,4,NITEROI,GASOLINA COMUM,R$/l,4.915
10965,2019,4,NITEROI,GLP,R$/13Kg,64.0
10966,2019,4,NITEROI,GNV,R$/m3,3.065
10967,2019,4,NITEROI,ÓLEO DIESEL,R$/l,3.775
10968,2019,4,NITEROI,ÓLEO DIESEL S10,R$/l,3.778
10969,2019,4,NOSSA SENHORA DO SOCORRO,ETANOL HIDRATADO,R$/l,3.553
10970,2019,4,NOSSA SENHORA DO SOCORRO,GASOLINA COMUM,R$/l,4.526
10971,2019,4,NOSSA SENHORA DO SOCORRO,GLP,R$/13Kg,67.071
10972,2019,4,NOSSA SENHORA DO SOCORRO,GNV,R$/m3,3.699
10973,2019,4,NOSSA SENHORA DO SOCORRO,ÓLEO DIESEL,R$/l,3.618
10974,2019,4,NOSSA SENHORA DO SOCORRO,ÓLEO DIESEL S10,R$/l,3.71
10975,2019,4,NOVA ANDRADINA,ETANOL HIDRATADO,R$/l,3.588
10976,2019,4,NOVA ANDRADINA,GASOLINA COMUM,R$/l,4.415
10977,2019,4,NOVA ANDRADINA,GLP,R$/13Kg,74.0
10978,2019,4,NOVA ANDRADINA,ÓLEO DIESEL,R$/l,3.704
10979,2019,4,NOVA ANDRADINA,ÓLEO DIESEL S10,R$/l,3.759
10980,2019,4,NOVA FRIBURGO,ETANOL HIDRATADO,R$/l,3.618
10981,2019,4,NOVA FRIBURGO,GASOLINA COMUM,R$/l,4.741
10982,2019,4,NOVA FRIBURGO,GLP,R$/13Kg,63.5
10983,2019,4,NOVA FRIBURGO,ÓLEO DIESEL,R$/l,3.53
10984,2019,4,NOVA FRIBURGO,ÓLEO DIESEL S10,R$/l,3.655
10985,2019,4,NOVA IGUACU,ETANOL HIDRATADO,R$/l,3.811
10986,2019,4,NOVA IGUACU,GASOLINA COMUM,R$/l,4.797
10987,2019,4,NOVA IGUACU,GLP,R$/13Kg,60.483
10988,2019,4,NOVA IGUACU,GNV,R$/m3,3.092
10989,2019,4,NOVA IGUACU,ÓLEO DIESEL,R$/l,3.548
10990,2019,4,NOVA IGUACU,ÓLEO DIESEL S10,R$/l,3.688
10991,2019,4,NOVA LIMA,ETANOL HIDRATADO,R$/l,3.327
10992,2019,4,NOVA LIMA,GASOLINA COMUM,R$/l,4.867
10993,2019,4,NOVA LIMA,GLP,R$/13Kg,73.5
10994,2019,4,NOVA LIMA,ÓLEO DIESEL,R$/l,3.899
10995,2019,4,NOVA LIMA,ÓLEO DIESEL S10,R$/l,3.898
10996,2019,4,NOVO HAMBURGO,ETANOL HIDRATADO,R$/l,3.964
10997,2019,4,NOVO HAMBURGO,GASOLINA COMUM,R$/l,4.622
10998,2019,4,NOVO HAMBURGO,GLP,R$/13Kg,65.667
10999,2019,4,NOVO HAMBURGO,GNV,R$/m3,3.349
11000,2019,4,NOVO HAMBURGO,ÓLEO DIESEL,R$/l,3.31
11001,2019,4,NOVO HAMBURGO,ÓLEO DIESEL S10,R$/l,3.473
11002,2019,4,OLIMPIA,ETANOL HIDRATADO,R$/l,2.804
11003,2019,4,OLIMPIA,GASOLINA COMUM,R$/l,4.431
11004,2019,4,OLIMPIA,GLP,R$/13Kg,60.25
11005,2019,4,OLIMPIA,ÓLEO DIESEL,R$/l,3.513
11006,2019,4,OLIMPIA,ÓLEO DIESEL S10,R$/l,3.612
11007,2019,4,OLINDA,ETANOL HIDRATADO,R$/l,3.442
11008,2019,4,OLINDA,GASOLINA COMUM,R$/l,4.299
11009,2019,4,OLINDA,GLP,R$/13Kg,65.341
11010,2019,4,OLINDA,GNV,R$/m3,2.699
11011,2019,4,OLINDA,ÓLEO DIESEL S10,R$/l,3.602
11012,2019,4,OLIVEIRA,ETANOL HIDRATADO,R$/l,3.296
11013,2019,4,OLIVEIRA,GASOLINA COMUM,R$/l,4.824
11014,2019,4,OLIVEIRA,GLP,R$/13Kg,69.404
11015,2019,4,OLIVEIRA,ÓLEO DIESEL,R$/l,3.563
11016,2019,4,OLIVEIRA,ÓLEO DIESEL S10,R$/l,3.675
11017,2019,4,OSASCO,ETANOL HIDRATADO,R$/l,2.907
11018,2019,4,OSASCO,GASOLINA COMUM,R$/l,4.188
11019,2019,4,OSASCO,GLP,R$/13Kg,70.4
11020,2019,4,OSASCO,GNV,R$/m3,2.888
11021,2019,4,OSASCO,ÓLEO DIESEL,R$/l,3.53
11022,2019,4,OSASCO,ÓLEO DIESEL S10,R$/l,3.63
