,Ano,Mês,Município,Produto,Unidade de Medida,Preço médio
5189,2019,2,CAMETA,ÓLEO DIESEL S10,R$/l,3.847
5190,2019,2,CAMPINA GRANDE,ETANOL HIDRATADO,R$/l,3.044
5191,2019,2,CAMPINA GRANDE,GASOLINA COMUM,R$/l,4.164
5192,2019,2,CAMPINA GRANDE,GLP,R$/13Kg,65.435
5193,2019,2,CAMPINA GRANDE,ÓLEO DIESEL S10,R$/l,3.479
5194,2019,2,CAMPINAS,ETANOL HIDRATADO,R$/l,2.634
5195,2019,2,CAMPINAS,GASOLINA COMUM,R$/l,3.963
5196,2019,2,CAMPINAS,GLP,R$/13Kg,64.93
5197,2019,2,CAMPINAS,GNV,R$/m3,2.939
5198,2019,2,CAMPINAS,ÓLEO DIESEL,R$/l,3.311
5199,2019,2,CAMPINAS,ÓLEO DIESEL S10,R$/l,3.442
5200,2019,2,CAMPO BELO,ETANOL HIDRATADO,R$/l,3.045
5201,2019,2,CAMPO BELO,GASOLINA COMUM,R$/l,4.577
5202,2019,2,CAMPO BELO,GLP,R$/13Kg,70.0
5203,2019,2,CAMPO BELO,ÓLEO DIESEL,R$/l,3.474
5204,2019,2,CAMPO BELO,ÓLEO DIESEL S10,R$/l,3.566
5205,2019,2,CAMPO GRANDE,ETANOL HIDRATADO,R$/l,3.173
5206,2019,2,CAMPO GRANDE,GASOLINA COMUM,R$/l,3.834
5207,2019,2,CAMPO GRANDE,GLP,R$/13Kg,68.896
5208,2019,2,CAMPO GRANDE,GNV,R$/m3,2.919
5209,2019,2,CAMPO GRANDE,ÓLEO DIESEL,R$/l,3.447
5210,2019,2,CAMPO GRANDE,ÓLEO DIESEL S10,R$/l,3.565
5211,2019,2,CAMPO LARGO,ETANOL HIDRATADO,R$/l,2.923
5212,2019,2,CAMPO LARGO,GASOLINA COMUM,R$/l,4.007
5213,2019,2,CAMPO LARGO,GLP,R$/13Kg,61.547
5214,2019,2,CAMPO LARGO,ÓLEO DIESEL,R$/l,3.148
5215,2019,2,CAMPO LARGO,ÓLEO DIESEL S10,R$/l,3.21
5216,2019,2,CAMPO MOURAO,ETANOL HIDRATADO,R$/l,2.669
5217,2019,2,CAMPO MOURAO,GASOLINA COMUM,R$/l,3.941
5218,2019,2,CAMPO MOURAO,GLP,R$/13Kg,76.992
5219,2019,2,CAMPO MOURAO,ÓLEO DIESEL,R$/l,3.169
5220,2019,2,CAMPO MOURAO,ÓLEO DIESEL S10,R$/l,3.245
5221,2019,2,CAMPOS DOS GOYTACAZES,ETANOL HIDRATADO,R$/l,3.419
5222,2019,2,CAMPOS DOS GOYTACAZES,GASOLINA COMUM,R$/l,4.701
5223,2019,2,CAMPOS DOS GOYTACAZES,GLP,R$/13Kg,64.34
5224,2019,2,CAMPOS DOS GOYTACAZES,GNV,R$/m3,3.587
5225,2019,2,CAMPOS DOS GOYTACAZES,ÓLEO DIESEL,R$/l,3.382
5226,2019,2,CAMPOS DOS GOYTACAZES,ÓLEO DIESEL S10,R$/l,3.503
5227,2019,2,CANINDE,ETANOL HIDRATADO,R$/l,3.682
5228,2019,2,CANINDE,GASOLINA COMUM,R$/l,4.459
5229,2019,2,CANINDE,GLP,R$/13Kg,71.167
5230,2019,2,CANINDE,ÓLEO DIESEL,R$/l,3.756
5231,2019,2,CANINDE,ÓLEO DIESEL S10,R$/l,3.876
5232,2019,2,CANOAS,ETANOL HIDRATADO,R$/l,3.891
5233,2019,2,CANOAS,GASOLINA COMUM,R$/l,4.112
5234,2019,2,CANOAS,GLP,R$/13Kg,67.529
5235,2019,2,CANOAS,GNV,R$/m3,3.447
5236,2019,2,CANOAS,ÓLEO DIESEL,R$/l,3.255
5237,2019,2,CANOAS,ÓLEO DIESEL S10,R$/l,3.365
5238,2019,2,CARAGUATATUBA,ETANOL HIDRATADO,R$/l,2.993
5239,2019,2,CARAGUATATUBA,GASOLINA COMUM,R$/l,4.227
5240,2019,2,CARAGUATATUBA,GLP,R$/13Kg,65.75
5241,2019,2,CARAGUATATUBA,ÓLEO DIESEL,R$/l,3.64
5242,2019,2,CARAGUATATUBA,ÓLEO DIESEL S10,R$/l,3.721
5243,2019,2,CARAPICUIBA,ETANOL HIDRATADO,R$/l,2.671
5244,2019,2,CARAPICUIBA,GASOLINA COMUM,R$/l,4.003
5245,2019,2,CARAPICUIBA,GLP,R$/13Kg,65.59
5246,2019,2,CARAPICUIBA,ÓLEO DIESEL,R$/l,3.387
5247,2019,2,CARAPICUIBA,ÓLEO DIESEL S10,R$/l,3.41
5248,2019,2,CARATINGA,ETANOL HIDRATADO,R$/l,3.104
5249,2019,2,CARATINGA,GASOLINA COMUM,R$/l,4.669
5250,2019,2,CARATINGA,GLP,R$/13Kg,73.15
5251,2019,2,CARATINGA,ÓLEO DIESEL,R$/l,3.429
5252,2019,2,CARATINGA,ÓLEO DIESEL S10,R$/l,3.612
5253,2019,2,CARIACICA,ETANOL HIDRATADO,R$/l,3.395
5254,2019,2,CARIACICA,GASOLINA COMUM,R$/l,4.192
5255,2019,2,CARIACICA,GLP,R$/13Kg,62.795
5256,2019,2,CARIACICA,GNV,R$/m3,3.205
5257,2019,2,CARIACICA,ÓLEO DIESEL,R$/l,3.34
5258,2019,2,CARIACICA,ÓLEO DIESEL S10,R$/l,3.435
5259,2019,2,CARUARU,ETANOL HIDRATADO,R$/l,3.132
5260,2019,2,CARUARU,GASOLINA COMUM,R$/l,4.103
5261,2019,2,CARUARU,GLP,R$/13Kg,66.25
5262,2019,2,CARUARU,ÓLEO DIESEL S10,R$/l,3.413
5263,2019,2,CASCAVEL,ETANOL HIDRATADO,R$/l,2.963
5264,2019,2,CASCAVEL,GASOLINA COMUM,R$/l,4.252
5265,2019,2,CASCAVEL,GLP,R$/13Kg,75.667
5266,2019,2,CASCAVEL,ÓLEO DIESEL,R$/l,3.37
5267,2019,2,CASCAVEL,ÓLEO DIESEL S10,R$/l,3.503
5268,2019,2,CASTANHAL,ETANOL HIDRATADO,R$/l,3.624
5269,2019,2,CASTANHAL,GASOLINA COMUM,R$/l,4.192
5270,2019,2,CASTANHAL,GLP,R$/13Kg,74.5
5271,2019,2,CASTANHAL,ÓLEO DIESEL,R$/l,3.597
5272,2019,2,CASTANHAL,ÓLEO DIESEL S10,R$/l,3.562
5273,2019,2,CASTRO,ETANOL HIDRATADO,R$/l,3.038
5274,2019,2,CASTRO,GASOLINA COMUM,R$/l,4.231
5275,2019,2,CASTRO,GLP,R$/13Kg,69.0
5276,2019,2,CASTRO,ÓLEO DIESEL,R$/l,3.184
5277,2019,2,CASTRO,ÓLEO DIESEL S10,R$/l,3.36
5278,2019,2,CATALAO,ETANOL HIDRATADO,R$/l,2.979
5279,2019,2,CATALAO,GASOLINA COMUM,R$/l,4.478
5280,2019,2,CATALAO,GLP,R$/13Kg,69.375
5281,2019,2,CATALAO,ÓLEO DIESEL,R$/l,3.604
5282,2019,2,CATALAO,ÓLEO DIESEL S10,R$/l,3.703
5283,2019,2,CATANDUVA,ETANOL HIDRATADO,R$/l,2.625
5284,2019,2,CATANDUVA,GASOLINA COMUM,R$/l,4.16
5285,2019,2,CATANDUVA,GLP,R$/13Kg,70.427
5286,2019,2,CATANDUVA,ÓLEO DIESEL,R$/l,3.356
5287,2019,2,CATANDUVA,ÓLEO DIESEL S10,R$/l,3.483
5288,2019,2,CAUCAIA,ETANOL HIDRATADO,R$/l,3.509
5289,2019,2,CAUCAIA,GASOLINA COMUM,R$/l,4.254
5290,2019,2,CAUCAIA,GLP,R$/13Kg,73.156
5291,2019,2,CAUCAIA,GNV,R$/m3,3.541
5292,2019,2,CAUCAIA,ÓLEO DIESEL S10,R$/l,3.723
5293,2019,2,CAXIAS,ETANOL HIDRATADO,R$/l,3.593
5294,2019,2,CAXIAS,GASOLINA COMUM,R$/l,4.204
5295,2019,2,CAXIAS,GLP,R$/13Kg,64.625
5296,2019,2,CAXIAS,ÓLEO DIESEL,R$/l,3.396
5297,2019,2,CAXIAS,ÓLEO DIESEL S10,R$/l,3.511
5298,2019,2,CAXIAS DO SUL,ETANOL HIDRATADO,R$/l,3.947
5299,2019,2,CAXIAS DO SUL,GASOLINA COMUM,R$/l,4.419
5300,2019,2,CAXIAS DO SUL,GLP,R$/13Kg,69.996
5301,2019,2,CAXIAS DO SUL,GNV,R$/m3,3.28
5302,2019,2,CAXIAS DO SUL,ÓLEO DIESEL,R$/l,3.47
5303,2019,2,CAXIAS DO SUL,ÓLEO DIESEL S10,R$/l,3.542
5304,2019,2,CHAPECO,ETANOL HIDRATADO,R$/l,3.391
5305,2019,2,CHAPECO,GASOLINA COMUM,R$/l,4.083
5306,2019,2,CHAPECO,GLP,R$/13Kg,81.9
5307,2019,2,CHAPECO,ÓLEO DIESEL,R$/l,3.345
5308,2019,2,CHAPECO,ÓLEO DIESEL S10,R$/l,3.491
5309,2019,2,CIANORTE,ETANOL HIDRATADO,R$/l,2.792
5310,2019,2,CIANORTE,GASOLINA COMUM,R$/l,4.253
5311,2019,2,CIANORTE,GLP,R$/13Kg,68.32
5312,2019,2,CIANORTE,ÓLEO DIESEL,R$/l,3.306
5313,2019,2,CIANORTE,ÓLEO DIESEL S10,R$/l,3.359
5314,2019,2,CODO,ETANOL HIDRATADO,R$/l,3.83
5315,2019,2,CODO,GASOLINA COMUM,R$/l,4.483
5316,2019,2,CODO,GLP,R$/13Kg,78.125
5317,2019,2,CODO,ÓLEO DIESEL,R$/l,3.767
5318,2019,2,CODO,ÓLEO DIESEL S10,R$/l,3.814
5319,2019,2,COLATINA,ETANOL HIDRATADO,R$/l,3.702
5320,2019,2,COLATINA,GASOLINA COMUM,R$/l,4.52
5321,2019,2,COLATINA,GLP,R$/13Kg,63.625
5322,2019,2,COLATINA,GNV,R$/m3,3.563
5323,2019,2,COLATINA,ÓLEO DIESEL,R$/l,3.552
5324,2019,2,COLATINA,ÓLEO DIESEL S10,R$/l,3.713
5325,2019,2,COLOMBO,ETANOL HIDRATADO,R$/l,2.825
5326,2019,2,COLOMBO,GASOLINA COMUM,R$/l,3.944
5327,2019,2,COLOMBO,GLP,R$/13Kg,68.835
5328,2019,2,COLOMBO,ÓLEO DIESEL,R$/l,3.167
5329,2019,2,COLOMBO,ÓLEO DIESEL S10,R$/l,3.272
5330,2019,2,CONCEICAO DO ARAGUAIA,ETANOL HIDRATADO,R$/l,3.95
5331,2019,2,CONCEICAO DO ARAGUAIA,GASOLINA COMUM,R$/l,4.723
5332,2019,2,CONCEICAO DO ARAGUAIA,GLP,R$/13Kg,84.572
5333,2019,2,CONCEICAO DO ARAGUAIA,ÓLEO DIESEL,R$/l,3.81
5334,2019,2,CONCEICAO DO ARAGUAIA,ÓLEO DIESEL S10,R$/l,3.842
5335,2019,2,CONCORDIA,ETANOL HIDRATADO,R$/l,3.683
5336,2019,2,CONCORDIA,GASOLINA COMUM,R$/l,4.245
5337,2019,2,CONCORDIA,GLP,R$/13Kg,70.244
5338,2019,2,CONCORDIA,ÓLEO DIESEL,R$/l,3.386
5339,2019,2,CONCORDIA,ÓLEO DIESEL S10,R$/l,3.549
5340,2019,2,CONGONHAS,ETANOL HIDRATADO,R$/l,3.01
5341,2019,2,CONGONHAS,GASOLINA COMUM,R$/l,4.598
5342,2019,2,CONGONHAS,GLP,R$/13Kg,67.708
5343,2019,2,CONGONHAS,GNV,R$/m3,3.52
5344,2019,2,CONGONHAS,ÓLEO DIESEL,R$/l,3.595
5345,2019,2,CONGONHAS,ÓLEO DIESEL S10,R$/l,3.662
5346,2019,2,CONSELHEIRO LAFAIETE,ETANOL HIDRATADO,R$/l,3.113
5347,2019,2,CONSELHEIRO LAFAIETE,GASOLINA COMUM,R$/l,4.68
5348,2019,2,CONSELHEIRO LAFAIETE,GLP,R$/13Kg,63.679
5349,2019,2,CONSELHEIRO LAFAIETE,ÓLEO DIESEL,R$/l,3.702
5350,2019,2,CONSELHEIRO LAFAIETE,ÓLEO DIESEL S10,R$/l,3.659
5351,2019,2,CONTAGEM,ETANOL HIDRATADO,R$/l,2.877
5352,2019,2,CONTAGEM,GASOLINA COMUM,R$/l,4.339
5353,2019,2,CONTAGEM,GLP,R$/13Kg,71.215
5354,2019,2,CONTAGEM,GNV,R$/m3,3.399
5355,2019,2,CONTAGEM,ÓLEO DIESEL,R$/l,3.436
5356,2019,2,CONTAGEM,ÓLEO DIESEL S10,R$/l,3.543
5357,2019,2,CORNELIO PROCOPIO,ETANOL HIDRATADO,R$/l,2.898
5358,2019,2,CORNELIO PROCOPIO,GASOLINA COMUM,R$/l,4.293
5359,2019,2,CORNELIO PROCOPIO,GLP,R$/13Kg,74.75
5360,2019,2,CORNELIO PROCOPIO,ÓLEO DIESEL,R$/l,3.35
5361,2019,2,CORNELIO PROCOPIO,ÓLEO DIESEL S10,R$/l,3.463
5362,2019,2,CORONEL FABRICIANO,ETANOL HIDRATADO,R$/l,3.003
5363,2019,2,CORONEL FABRICIANO,GASOLINA COMUM,R$/l,4.692
5364,2019,2,CORONEL FABRICIANO,GLP,R$/13Kg,71.4
5365,2019,2,CORONEL FABRICIANO,ÓLEO DIESEL,R$/l,3.466
5366,2019,2,CORONEL FABRICIANO,ÓLEO DIESEL S10,R$/l,3.592
5367,2019,2,CORUMBA,ETANOL HIDRATADO,R$/l,3.548
5368,2019,2,CORUMBA,GASOLINA COMUM,R$/l,4.408
5369,2019,2,CORUMBA,GLP,R$/13Kg,87.25
5370,2019,2,CORUMBA,ÓLEO DIESEL,R$/l,3.68
5371,2019,2,CORUMBA,ÓLEO DIESEL S10,R$/l,3.778
5372,2019,2,COSMOPOLIS,ETANOL HIDRATADO,R$/l,2.566
5373,2019,2,COSMOPOLIS,GASOLINA COMUM,R$/l,3.804
5374,2019,2,COSMOPOLIS,GLP,R$/13Kg,61.346
5375,2019,2,COSMOPOLIS,ÓLEO DIESEL,R$/l,3.426
5376,2019,2,COSMOPOLIS,ÓLEO DIESEL S10,R$/l,3.459
5377,2019,2,COTIA,ETANOL HIDRATADO,R$/l,2.702
5378,2019,2,COTIA,GASOLINA COMUM,R$/l,3.999
5379,2019,2,COTIA,GLP,R$/13Kg,68.156
5380,2019,2,COTIA,ÓLEO DIESEL,R$/l,3.353
5381,2019,2,COTIA,ÓLEO DIESEL S10,R$/l,3.493
5382,2019,2,COXIM,ETANOL HIDRATADO,R$/l,3.427
5383,2019,2,COXIM,GASOLINA COMUM,R$/l,4.291
5384,2019,2,COXIM,GLP,R$/13Kg,90.917
5385,2019,2,COXIM,ÓLEO DIESEL,R$/l,3.544
5386,2019,2,COXIM,ÓLEO DIESEL S10,R$/l,3.639
5387,2019,2,CRATEUS,ETANOL HIDRATADO,R$/l,3.681
5388,2019,2,CRATEUS,GASOLINA COMUM,R$/l,4.713
5389,2019,2,CRATEUS,GLP,R$/13Kg,72.25
5390,2019,2,CRATEUS,ÓLEO DIESEL,R$/l,3.753
5391,2019,2,CRATEUS,ÓLEO DIESEL S10,R$/l,3.909
5392,2019,2,CRATO,ETANOL HIDRATADO,R$/l,3.608
5393,2019,2,CRATO,GASOLINA COMUM,R$/l,4.427
5394,2019,2,CRATO,GLP,R$/13Kg,68.375
5395,2019,2,CRATO,ÓLEO DIESEL,R$/l,3.703
5396,2019,2,CRATO,ÓLEO DIESEL S10,R$/l,3.801
5397,2019,2,CRICIUMA,ETANOL HIDRATADO,R$/l,3.376
5398,2019,2,CRICIUMA,GASOLINA COMUM,R$/l,3.948
5399,2019,2,CRICIUMA,GLP,R$/13Kg,69.711
5400,2019,2,CRICIUMA,GNV,R$/m3,2.877
5401,2019,2,CRICIUMA,ÓLEO DIESEL,R$/l,3.183
5402,2019,2,CRICIUMA,ÓLEO DIESEL S10,R$/l,3.317
5403,2019,2,CRUZ ALTA,ETANOL HIDRATADO,R$/l,3.967
5404,2019,2,CRUZ ALTA,GASOLINA COMUM,R$/l,4.505
5405,2019,2,CRUZ ALTA,GLP,R$/13Kg,47.995
5406,2019,2,CRUZ ALTA,ÓLEO DIESEL,R$/l,3.397
5407,2019,2,CRUZ ALTA,ÓLEO DIESEL S10,R$/l,3.498
5408,2019,2,CRUZEIRO,ETANOL HIDRATADO,R$/l,2.738
5409,2019,2,CRUZEIRO,GASOLINA COMUM,R$/l,3.961
5410,2019,2,CRUZEIRO,GLP,R$/13Kg,56.675
5411,2019,2,CRUZEIRO,GNV,R$/m3,3.199
5412,2019,2,CRUZEIRO,ÓLEO DIESEL,R$/l,3.382
5413,2019,2,CRUZEIRO,ÓLEO DIESEL S10,R$/l,3.409
5414,2019,2,CRUZEIRO DO SUL,ETANOL HIDRATADO,R$/l,4.537
5415,2019,2,CRUZEIRO DO SUL,GASOLINA COMUM,R$/l,5.04
5416,2019,2,CRUZEIRO DO SUL,GLP,R$/13Kg,76.0
5417,2019,2,CRUZEIRO DO SUL,ÓLEO DIESEL,R$/l,4.615
5418,2019,2,CRUZEIRO DO SUL,ÓLEO DIESEL S10,R$/l,4.642
5419,2019,2,CUBATAO,ETANOL HIDRATADO,R$/l,3.064
5420,2019,2,CUBATAO,GASOLINA COMUM,R$/l,4.497
5421,2019,2,CUBATAO,GLP,R$/13Kg,74.499
5422,2019,2,CUBATAO,ÓLEO DIESEL,R$/l,3.452
5423,2019,2,CUBATAO,ÓLEO DIESEL S10,R$/l,3.671
5424,2019,2,CUIABA,ETANOL HIDRATADO,R$/l,2.433
5425,2019,2,CUIABA,GASOLINA COMUM,R$/l,4.311
5426,2019,2,CUIABA,GLP,R$/13Kg,95.043
5427,2019,2,CUIABA,ÓLEO DIESEL,R$/l,3.776
5428,2019,2,CUIABA,ÓLEO DIESEL S10,R$/l,3.844
5429,2019,2,CURITIBA,ETANOL HIDRATADO,R$/l,2.794
5430,2019,2,CURITIBA,GASOLINA COMUM,R$/l,3.922
5431,2019,2,CURITIBA,GLP,R$/13Kg,66.096
5432,2019,2,CURITIBA,GNV,R$/m3,2.795
5433,2019,2,CURITIBA,ÓLEO DIESEL,R$/l,3.128
5434,2019,2,CURITIBA,ÓLEO DIESEL S10,R$/l,3.297
5435,2019,2,CURVELO,ETANOL HIDRATADO,R$/l,3.159
5436,2019,2,CURVELO,GASOLINA COMUM,R$/l,4.644
5437,2019,2,CURVELO,GLP,R$/13Kg,64.85
5438,2019,2,CURVELO,ÓLEO DIESEL,R$/l,3.424
5439,2019,2,CURVELO,ÓLEO DIESEL S10,R$/l,3.525
5440,2019,2,DELMIRO GOUVEIA,ETANOL HIDRATADO,R$/l,3.712
5441,2019,2,DELMIRO GOUVEIA,GASOLINA COMUM,R$/l,4.942
5442,2019,2,DELMIRO GOUVEIA,GLP,R$/13Kg,69.375
5443,2019,2,DELMIRO GOUVEIA,ÓLEO DIESEL,R$/l,3.992
5444,2019,2,DELMIRO GOUVEIA,ÓLEO DIESEL S10,R$/l,4.072
5445,2019,2,DIADEMA,ETANOL HIDRATADO,R$/l,2.605
5446,2019,2,DIADEMA,GASOLINA COMUM,R$/l,3.928
5447,2019,2,DIADEMA,GLP,R$/13Kg,73.223
5448,2019,2,DIADEMA,GNV,R$/m3,3.099
5449,2019,2,DIADEMA,ÓLEO DIESEL,R$/l,3.334
5450,2019,2,DIADEMA,ÓLEO DIESEL S10,R$/l,3.559
5451,2019,2,DIVINOPOLIS,ETANOL HIDRATADO,R$/l,3.019
5452,2019,2,DIVINOPOLIS,GASOLINA COMUM,R$/l,4.491
5453,2019,2,DIVINOPOLIS,GLP,R$/13Kg,70.073
5454,2019,2,DIVINOPOLIS,ÓLEO DIESEL,R$/l,3.446
5455,2019,2,DIVINOPOLIS,ÓLEO DIESEL S10,R$/l,3.601
5456,2019,2,DOURADOS,ETANOL HIDRATADO,R$/l,3.445
5457,2019,2,DOURADOS,GASOLINA COMUM,R$/l,3.989
5458,2019,2,DOURADOS,GLP,R$/13Kg,70.189
5459,2019,2,DOURADOS,ÓLEO DIESEL,R$/l,3.592
5460,2019,2,DOURADOS,ÓLEO DIESEL S10,R$/l,3.749
5461,2019,2,DRACENA,ETANOL HIDRATADO,R$/l,2.668
5462,2019,2,DRACENA,GASOLINA COMUM,R$/l,4.26
5463,2019,2,DRACENA,GLP,R$/13Kg,69.5
5464,2019,2,DRACENA,ÓLEO DIESEL,R$/l,3.316
5465,2019,2,DRACENA,ÓLEO DIESEL S10,R$/l,3.427
5466,2019,2,DUQUE DE CAXIAS,ETANOL HIDRATADO,R$/l,3.52
5467,2019,2,DUQUE DE CAXIAS,GASOLINA COMUM,R$/l,4.663
5468,2019,2,DUQUE DE CAXIAS,GLP,R$/13Kg,60.905
5469,2019,2,DUQUE DE CAXIAS,GNV,R$/m3,3.281
5470,2019,2,DUQUE DE CAXIAS,ÓLEO DIESEL,R$/l,3.442
5471,2019,2,DUQUE DE CAXIAS,ÓLEO DIESEL S10,R$/l,3.563
5472,2019,2,EMBU DAS ARTES,ETANOL HIDRATADO,R$/l,2.671
5473,2019,2,EMBU DAS ARTES,GASOLINA COMUM,R$/l,3.978
5474,2019,2,EMBU DAS ARTES,GLP,R$/13Kg,68.88
5475,2019,2,EMBU DAS ARTES,ÓLEO DIESEL,R$/l,3.313
5476,2019,2,EMBU DAS ARTES,ÓLEO DIESEL S10,R$/l,3.418
5477,2019,2,ERECHIM,ETANOL HIDRATADO,R$/l,3.881
5478,2019,2,ERECHIM,GASOLINA COMUM,R$/l,4.246
5479,2019,2,ERECHIM,GLP,R$/13Kg,75.917
5480,2019,2,ERECHIM,ÓLEO DIESEL,R$/l,3.429
5481,2019,2,ERECHIM,ÓLEO DIESEL S10,R$/l,3.495
5482,2019,2,ESTEIO,ETANOL HIDRATADO,R$/l,3.899
5483,2019,2,ESTEIO,GASOLINA COMUM,R$/l,4.072
5484,2019,2,ESTEIO,GLP,R$/13Kg,63.091
5485,2019,2,ESTEIO,GNV,R$/m3,3.352
5486,2019,2,ESTEIO,ÓLEO DIESEL,R$/l,3.264
5487,2019,2,ESTEIO,ÓLEO DIESEL S10,R$/l,3.457
5488,2019,2,EUNAPOLIS,ETANOL HIDRATADO,R$/l,3.548
5489,2019,2,EUNAPOLIS,GASOLINA COMUM,R$/l,4.644
5490,2019,2,EUNAPOLIS,GLP,R$/13Kg,65.5
5491,2019,2,EUNAPOLIS,ÓLEO DIESEL,R$/l,3.62
5492,2019,2,EUNAPOLIS,ÓLEO DIESEL S10,R$/l,3.724
5493,2019,2,FEIRA DE SANTANA,ETANOL HIDRATADO,R$/l,3.088
5494,2019,2,FEIRA DE SANTANA,GASOLINA COMUM,R$/l,4.186
5495,2019,2,FEIRA DE SANTANA,GLP,R$/13Kg,61.303
5496,2019,2,FEIRA DE SANTANA,GNV,R$/m3,2.99
5497,2019,2,FEIRA DE SANTANA,ÓLEO DIESEL,R$/l,3.282
5498,2019,2,FEIRA DE SANTANA,ÓLEO DIESEL S10,R$/l,3.358
5499,2019,2,FLORIANOPOLIS,ETANOL HIDRATADO,R$/l,3.558
5500,2019,2,FLORIANOPOLIS,GASOLINA COMUM,R$/l,4.032
5501,2019,2,FLORIANOPOLIS,GLP,R$/13Kg,71.561
5502,2019,2,FLORIANOPOLIS,GNV,R$/m3,3.099
5503,2019,2,FLORIANOPOLIS,ÓLEO DIESEL,R$/l,3.638
5504,2019,2,FLORIANOPOLIS,ÓLEO DIESEL S10,R$/l,3.662
5505,2019,2,FORMIGA,ETANOL HIDRATADO,R$/l,3.159
5506,2019,2,FORMIGA,GASOLINA COMUM,R$/l,4.614
5507,2019,2,FORMIGA,GLP,R$/13Kg,74.042
5508,2019,2,FORMIGA,ÓLEO DIESEL,R$/l,3.479
5509,2019,2,FORMIGA,ÓLEO DIESEL S10,R$/l,3.614
5510,2019,2,FORMOSA,ETANOL HIDRATADO,R$/l,2.972
5511,2019,2,FORMOSA,GASOLINA COMUM,R$/l,4.277
5512,2019,2,FORMOSA,GLP,R$/13Kg,74.295
5513,2019,2,FORMOSA,ÓLEO DIESEL,R$/l,3.563
5514,2019,2,FORMOSA,ÓLEO DIESEL S10,R$/l,3.682
5515,2019,2,FORTALEZA,ETANOL HIDRATADO,R$/l,3.477
5516,2019,2,FORTALEZA,GASOLINA COMUM,R$/l,4.184
5517,2019,2,FORTALEZA,GLP,R$/13Kg,75.15
5518,2019,2,FORTALEZA,GNV,R$/m3,3.431
5519,2019,2,FORTALEZA,ÓLEO DIESEL S10,R$/l,3.678
5520,2019,2,FOZ DO IGUACU,ETANOL HIDRATADO,R$/l,2.82
5521,2019,2,FOZ DO IGUACU,GASOLINA COMUM,R$/l,4.175
5522,2019,2,FOZ DO IGUACU,GLP,R$/13Kg,78.842
5523,2019,2,FOZ DO IGUACU,ÓLEO DIESEL,R$/l,3.345
5524,2019,2,FOZ DO IGUACU,ÓLEO DIESEL S10,R$/l,3.423
5525,2019,2,FRANCA,ETANOL HIDRATADO,R$/l,2.5
5526,2019,2,FRANCA,GASOLINA COMUM,R$/l,4.03
5527,2019,2,FRANCA,GLP,R$/13Kg,69.282
5528,2019,2,FRANCA,ÓLEO DIESEL,R$/l,3.286
5529,2019,2,FRANCA,ÓLEO DIESEL S10,R$/l,3.365
5530,2019,2,FRANCISCO BELTRAO,ETANOL HIDRATADO,R$/l,3.038
5531,2019,2,FRANCISCO BELTRAO,GASOLINA COMUM,R$/l,4.255
5532,2019,2,FRANCISCO BELTRAO,GLP,R$/13Kg,65.514
5533,2019,2,FRANCISCO BELTRAO,ÓLEO DIESEL,R$/l,3.311
5534,2019,2,FRANCISCO BELTRAO,ÓLEO DIESEL S10,R$/l,3.377
5535,2019,2,FRUTAL,ETANOL HIDRATADO,R$/l,3.007
5536,2019,2,FRUTAL,GASOLINA COMUM,R$/l,4.765
5537,2019,2,FRUTAL,GLP,R$/13Kg,70.3
5538,2019,2,FRUTAL,ÓLEO DIESEL,R$/l,3.584
5539,2019,2,FRUTAL,ÓLEO DIESEL S10,R$/l,3.758
5540,2019,2,GARANHUNS,ETANOL HIDRATADO,R$/l,3.159
5541,2019,2,GARANHUNS,GASOLINA COMUM,R$/l,4.254
5542,2019,2,GARANHUNS,GLP,R$/13Kg,65.0
5543,2019,2,GARANHUNS,ÓLEO DIESEL S10,R$/l,3.374
5544,2019,2,GARCA,ETANOL HIDRATADO,R$/l,2.672
5545,2019,2,GARCA,GASOLINA COMUM,R$/l,4.073
5546,2019,2,GARCA,GLP,R$/13Kg,65.313
5547,2019,2,GARCA,ÓLEO DIESEL,R$/l,3.5
5548,2019,2,GARCA,ÓLEO DIESEL S10,R$/l,3.538
5549,2019,2,GOIANA,ETANOL HIDRATADO,R$/l,3.056
5550,2019,2,GOIANA,GASOLINA COMUM,R$/l,4.065
5551,2019,2,GOIANA,GLP,R$/13Kg,65.0
5552,2019,2,GOIANA,ÓLEO DIESEL S10,R$/l,3.436
5553,2019,2,GOIANIA,ETANOL HIDRATADO,R$/l,2.939
5554,2019,2,GOIANIA,GASOLINA COMUM,R$/l,4.435
5555,2019,2,GOIANIA,GLP,R$/13Kg,75.333
5556,2019,2,GOIANIA,ÓLEO DIESEL,R$/l,3.445
5557,2019,2,GOIANIA,ÓLEO DIESEL S10,R$/l,3.587
5558,2019,2,GOIATUBA,ETANOL HIDRATADO,R$/l,2.856
5559,2019,2,GOIATUBA,GASOLINA COMUM,R$/l,4.262
5560,2019,2,GOIATUBA,GLP,R$/13Kg,76.417
5561,2019,2,GOIATUBA,ÓLEO DIESEL,R$/l,3.41
5562,2019,2,GOIATUBA,ÓLEO DIESEL S10,R$/l,3.529
5563,2019,2,GOVERNADOR VALADARES,ETANOL HIDRATADO,R$/l,3.049
5564,2019,2,GOVERNADOR VALADARES,GASOLINA COMUM,R$/l,4.785
5565,2019,2,GOVERNADOR VALADARES,GLP,R$/13Kg,74.844
5566,2019,2,GOVERNADOR VALADARES,ÓLEO DIESEL,R$/l,3.463
