,Ano,Mês,Município,Variância,Variação Absoluta
1416,2019,3,BARRA MANSA,1138.86,67.494
1417,2019,3,BARREIRAS,1136.735,67.431
1418,2019,3,BARRETOS,1053.6191,64.919
1419,2019,3,BARUERI,1020.7386,63.898
1420,2019,3,BAURU,1048.6587,64.766
1421,2019,3,BAYEUX,1125.0658,67.084
1422,2019,3,BEBEDOURO,1109.3895,66.615
1423,2019,3,BELEM,1080.3383,65.737
1424,2019,3,BELFORD ROXO,928.2381,60.934
1425,2019,3,BELO HORIZONTE,993.1007,63.027
1426,2019,3,BELO JARDIM,952.031,61.71
1427,2019,3,BENTO GONCALVES,1272.5986,71.347
1428,2019,3,BETIM,1179.7507,68.695
1429,2019,3,BIGUACU,1040.0947,64.501
1430,2019,3,BIRIGUI,980.50397,62.626
1431,2019,3,BLUMENAU,1320.414,72.675
1432,2019,3,BOA VISTA,1647.7511,81.185
1433,2019,3,BOM DESPACHO,1359.3969,73.74
1434,2019,3,BOTUCATU,916.54535,60.549
1435,2019,3,BRAGANCA,1334.2583,73.055
1436,2019,3,BRAGANCA PAULISTA,966.46375,62.176
1437,2019,3,BRASILIA,1235.2413,70.292
1438,2019,3,BRUMADO,788.17755,56.149
1439,2019,3,BRUSQUE,1050.3433,64.818
1440,2019,3,CABEDELO,1124.0933,67.055
1441,2019,3,CABO DE SANTO AGOSTINHO,970.63403,62.31
1442,2019,3,CABO FRIO,918.5142,60.614
1443,2019,3,CACADOR,1186.9403,68.904
1444,2019,3,CACAPAVA,936.666,61.21
1445,2019,3,CACERES,1544.4114,78.598
1446,2019,3,CACHOEIRA DO SUL,921.8814,60.725
1447,2019,3,CACHOEIRINHA,1166.0518,68.295
1448,2019,3,CACHOEIRO DE ITAPEMIRIM,1031.7266,64.241
1449,2019,3,CACOAL,1762.7402,83.97
1450,2019,3,CAETITE,817.9314,57.199
1451,2019,3,CAICO,1177.5192,68.63
1452,2019,3,CALDAS NOVAS,1038.064,64.438
1453,2019,3,CAMACARI,893.26263,59.775
1454,2019,3,CAMBE,1161.0375,68.148
1455,2019,3,CAMETA,1288.2716,71.785
1456,2019,3,CAMPINA GRANDE,971.3196,62.332
1457,2019,3,CAMPINAS,1016.3663,63.761
1458,2019,3,CAMPO BELO,1116.5623,66.83
1459,2019,3,CAMPO GRANDE,1110.8223,66.658
1460,2019,3,CAMPO LARGO,882.6841,59.42
1461,2019,3,CAMPO MOURAO,1377.6716,74.234
1462,2019,3,CAMPOS DOS GOYTACAZES,992.72253,63.015
1463,2019,3,CANINDE,1211.4576,69.612
1464,2019,3,CANOAS,1136.6338,67.428
1465,2019,3,CARAGUATATUBA,1019.5568,63.861
1466,2019,3,CARAPICUIBA,1078.5312,65.682
1467,2019,3,CARATINGA,1277.4191,71.482
1468,2019,3,CARIACICA,922.42804,60.743
1469,2019,3,CARUARU,996.002,63.119
1470,2019,3,CASCAVEL,1322.0496,72.72
1471,2019,3,CASTANHAL,1332.2865,73.001
1472,2019,3,CASTRO,1097.7626,66.265
1473,2019,3,CATALAO,1089.099,66.003
1474,2019,3,CATANDUVA,1167.179,68.328
1475,2019,3,CAUCAIA,1255.2495,70.859
1476,2019,3,CAXIAS,948.3628,61.591
1477,2019,3,CAXIAS DO SUL,1136.8698,67.435
1478,2019,3,CHAPECO,1569.4275,79.232
1479,2019,3,CIANORTE,1191.8375,69.046
1480,2019,3,CODO,1452.8676,76.233
1481,2019,3,COLATINA,920.5156,60.68
1482,2019,3,COLOMBO,1084.1544,65.853
1483,2019,3,CONCEICAO DO ARAGUAIA,1636.3643,80.904
1484,2019,3,CONCORDIA,1202.9452,69.367
1485,2019,3,CONGONHAS,1091.4103,66.073
1486,2019,3,CONSELHEIRO LAFAIETE,940.4342,61.333
1487,2019,3,CONTAGEM,1162.1963,68.182
1488,2019,3,CORNELIO PROCOPIO,1331.885,72.99
1489,2019,3,CORONEL FABRICIANO,1151.8218,67.877
1490,2019,3,CORUMBA,1868.5303,86.453
1491,2019,3,COSMOPOLIS,862.92,58.751
1492,2019,3,COTIA,1146.3303,67.715
1493,2019,3,COXIM,1909.2094,87.389
1494,2019,3,CRATEUS,1192.8389,69.075
1495,2019,3,CRATO,1124.1938,67.058
1496,2019,3,CRICIUMA,1175.5298,68.572
1497,2019,3,CRUZ ALTA,772.20074,55.577
1498,2019,3,CRUZEIRO,728.5411,53.983
1499,2019,3,CRUZEIRO DO SUL,1359.8762,73.753
1500,2019,3,CUBATAO,1257.4116,70.92
1501,2019,3,CUIABA,2232.5151,94.499
1502,2019,3,CURITIBA,1001.9124,63.306
1503,2019,3,CURVELO,1019.7484,63.867
1504,2019,3,DELMIRO GOUVEIA,1149.3116,67.803
1505,2019,3,DIADEMA,1297.2603,72.035
1506,2019,3,DIVINOPOLIS,1129.1952,67.207
1507,2019,3,DOURADOS,1107.8912,66.57
1508,2019,3,DRACENA,1167.4181,68.335
1509,2019,3,DUQUE DE CAXIAS,841.75415,58.026
1510,2019,3,EMBU DAS ARTES,1127.2135,67.148
1511,2019,3,ERECHIM,1384.6586,74.422
1512,2019,3,ESTEIO,994.7085,63.078
1513,2019,3,EUNAPOLIS,960.22516,61.975
1514,2019,3,FEIRA DE SANTANA,844.5708,58.123
1515,2019,3,FLORIANOPOLIS,1170.8373,68.435
1516,2019,3,FORMIGA,1261.2441,71.028
1517,2019,3,FORMOSA,1298.7374,72.076
1518,2019,3,FORTALEZA,1435.008,75.763
1519,2019,3,FOZ DO IGUACU,1439.3298,75.877
1520,2019,3,FRANCA,1007.04675,63.468
1521,2019,3,FRANCISCO BELTRAO,1031.9193,64.247
1522,2019,3,FRUTAL,1174.7413,68.549
1523,2019,3,GARANHUNS,956.201,61.845
1524,2019,3,GARCA,964.6615,62.118
1525,2019,3,GOIANA,970.35364,62.301
1526,2019,3,GOIANIA,1336.853,73.126
1527,2019,3,GOIATUBA,1423.8925,75.469
1528,2019,3,GOVERNADOR VALADARES,1315.513,72.54
1529,2019,3,GRAMADO,1263.2338,71.084
1530,2019,3,GRAVATAI,1089.099,66.003
1531,2019,3,GUAIBA,1113.2899,66.732
1532,2019,3,GUANAMBI,794.0842,56.359
1533,2019,3,GUARAPARI,1140.9196,67.555
1534,2019,3,GUARAPUAVA,1184.3234,68.828
1535,2019,3,GUARATINGUETA,910.7419,60.357
1536,2019,3,GUARUJA,1350.5625,73.5
1537,2019,3,GUARULHOS,947.7778,61.572
1538,2019,3,GUAXUPE,965.7799,62.154
1539,2019,3,GURUPI,1099.055,66.304
1540,2019,3,HORTOLANDIA,1005.5875,63.422
1541,2019,3,IBITINGA,1198.1982,69.23
1542,2019,3,ICO,1249.269,70.69
1543,2019,3,IGARASSU,982.8538,62.701
1544,2019,3,IGUATU,1137.3756,67.45
1545,2019,3,IJUI,1152.942,67.91
1546,2019,3,ILHEUS,1453.5156,76.25
1547,2019,3,IMPERATRIZ,1092.2694,66.099
1548,2019,3,INDAIATUBA,1154.1987,67.947
1549,2019,3,IPATINGA,1220.035,69.858
1550,2019,3,IPIRA,1111.889,66.69
1551,2019,3,IRECE,751.1437,54.814
1552,2019,3,ITABAIANA,1076.004,65.605
1553,2019,3,ITABIRA,1407.7129,75.039
1554,2019,3,ITABORAI,976.8125,62.508
1555,2019,3,ITABUNA,928.72565,60.95
1556,2019,3,ITACOATIARA,1718.4341,82.908
1557,2019,3,ITAGUAI,1198.6829,69.244
1558,2019,3,ITAITUBA,1806.675,85.01
1559,2019,3,ITAJAI,1115.0256,66.784
1560,2019,3,ITAJUBA,946.63904,61.535
1561,2019,3,ITAMARAJU,802.9856,56.674
1562,2019,3,ITANHAEM,1103.967,66.452
1563,2019,3,ITAPECERICA DA SERRA,1185.9414,68.875
1564,2019,3,ITAPERUNA,953.7906,61.767
1565,2019,3,ITAPETININGA,1090.4525,66.044
1566,2019,3,ITAPEVA,1207.6667,69.503
1567,2019,3,ITAPIPOCA,1193.0116,69.08
1568,2019,3,ITAPIRA,947.31604,61.557
1569,2019,3,ITAPOLIS,1293.841,71.94
1570,2019,3,ITAQUAQUECETUBA,859.92633,58.649
1571,2019,3,ITATIBA,1073.3159,65.523
1572,2019,3,ITAUNA,1126.3743,67.123
1573,2019,3,ITU,991.05334,62.962
1574,2019,3,ITUIUTABA,1181.3313,68.741
1575,2019,3,ITUMBIARA,1222.4813,69.928
1576,2019,3,JABOATAO DOS GUARARAPES,1013.43536,63.669
1577,2019,3,JABOTICABAL,1033.0117,64.281
1578,2019,3,JACAREI,975.9376,62.48
1579,2019,3,JACOBINA,769.3134,55.473
1580,2019,3,JAGUAQUARA,669.59326,51.753
1581,2019,3,JALES,1130.7751,67.254
1582,2019,3,JANAUBA,1243.3029,70.521
1583,2019,3,JANUARIA,1974.7803,88.877
1584,2019,3,JARAGUA DO SUL,1042.6764,64.581
1585,2019,3,JATAI,1334.4774,73.061
1586,2019,3,JAU,1191.8721,69.047
1587,2019,3,JEQUIE,605.0616,49.196
1588,2019,3,JI-PARANA,1464.2867,76.532
1589,2019,3,JOAO MONLEVADE,1078.5641,65.683
1590,2019,3,JOAO PESSOA,1125.8374,67.107
1591,2019,3,JOAO PINHEIRO,1110.1891,66.639
1592,2019,3,JOINVILLE,1157.3944,68.041
1593,2019,3,JOSE BONIFACIO,1103.4688,66.437
1594,2019,3,JUAZEIRO,806.3328,56.792
1595,2019,3,JUAZEIRO DO NORTE,1034.2334,64.319
1596,2019,3,JUIZ DE FORA,1056.8026,65.017
1597,2019,3,JUNDIAI,1159.2323,68.095
1598,2019,3,LAGARTO,1032.2726,64.258
1599,2019,3,LAGES,1090.1223,66.034
1600,2019,3,LAGUNA,1107.2589,66.551
1601,2019,3,LAJEADO,1262.1677,71.054
1602,2019,3,LAJEDO,955.8609,61.834
1603,2019,3,LAURO DE FREITAS,885.1815,59.504
1604,2019,3,LAVRAS,1019.1737,63.849
1605,2019,3,LEME,962.73676,62.056
1606,2019,3,LEOPOLDINA,1341.3906,73.25
1607,2019,3,LIMEIRA,969.38824,62.27
1608,2019,3,LIMOEIRO DO NORTE,1182.1907,68.766
1609,2019,3,LINHARES,960.907,61.997
1610,2019,3,LINS,1072.7917,65.507
1611,2019,3,LIVRAMENTO DE NOSSA SENHORA,895.9845,59.866
1612,2019,3,LONDRINA,1113.2233,66.73
1613,2019,3,LORENA,818.0172,57.202
1614,2019,3,LUZIANIA,912.73474,60.423
1615,2019,3,MACAE,1000.0141,63.246
1616,2019,3,MACEIO,964.3509,62.108
1617,2019,3,MAFRA,1257.4825,70.922
1618,2019,3,MAGE,1000.8365,63.272
1619,2019,3,MANACAPURU,1572.519,79.31
1620,2019,3,MANAUS,1197.852,69.22
1621,2019,3,MANHUACU,1149.922,67.821
1622,2019,3,MARABA,1650.3093,81.248
1623,2019,3,MARACANAU,1401.1547,74.864
1624,2019,3,MARECHAL CANDIDO RONDON,1485.2545,77.078
1625,2019,3,MARICA,842.71185,58.059
1626,2019,3,MARILIA,1352.6581,73.557
1627,2019,3,MARINGA,1400.7429,74.853
1628,2019,3,MATAO,1197.6791,69.215
1629,2019,3,MAUA,1235.9795,70.313
1630,2019,3,MINEIROS,1064.9127,65.266
1631,2019,3,MIRASSOL,824.2928,57.421
1632,2019,3,MOCOCA,1287.7333,71.77
1633,2019,3,MOGI DAS CRUZES,921.6689,60.718
1634,2019,3,MOGI GUACU,989.32263,62.907
1635,2019,3,MOGI MIRIM,764.2184,55.289
1636,2019,3,MONTE ALTO,1159.3684,68.099
1637,2019,3,MONTE CARMELO,1106.5602,66.53
1638,2019,3,MONTES CLAROS,1279.2068,71.532
1639,2019,3,MORRINHOS,1073.3486,65.524
1640,2019,3,MOSSORO,1085.9003,65.906
1641,2019,3,MURIAE,1368.3711,73.983
1642,2019,3,NATAL,1079.2867,65.705
1643,2019,3,NILOPOLIS,885.122,59.502
1644,2019,3,NITEROI,1004.3829,63.384
1645,2019,3,NOSSA SENHORA DO SOCORRO,993.6365,63.044
1646,2019,3,NOVA ANDRADINA,1294.8483,71.968
1647,2019,3,NOVA FRIBURGO,918.0597,60.599
1648,2019,3,NOVA IGUACU,879.0039,59.296
1649,2019,3,NOVA LIMA,1283.753,71.659
1650,2019,3,NOVO HAMBURGO,970.3848,62.302
1651,2019,3,OLIMPIA,925.71106,60.851
1652,2019,3,OLINDA,993.1322,63.028
1653,2019,3,OLIVEIRA,1100.0167,66.333
1654,2019,3,OSASCO,1127.4149,67.154
1655,2019,3,OSORIO,1209.2659,69.549
1656,2019,3,OURINHOS,1026.9462,64.092
1657,2019,3,OURO PRETO,1332.469,73.006
1658,2019,3,PALHOCA,1069.6498,65.411
1659,2019,3,PALMAS,1641.1006,81.021
1660,2019,3,PALMEIRA DOS INDIOS,1013.56274,63.673
1661,2019,3,PARA DE MINAS,1275.5969,71.431
1662,2019,3,PARACATU,1052.6132,64.888
1663,2019,3,PARAGUACU PAULISTA,1280.8168,71.577
1664,2019,3,PARAISO DO TOCANTINS,1528.0281,78.18
1665,2019,3,PARANAGUA,812.84863,57.021
1666,2019,3,PARANAVAI,1249.7639,70.704
1667,2019,3,PARAUAPEBAS,1778.8993,84.354
1668,2019,3,PARNAIBA,1622.6395,80.564
1669,2019,3,PARNAMIRIM,1063.2164,65.214
1670,2019,3,PASSO FUNDO,1192.5626,69.067
1671,2019,3,PASSOS,1142.3724,67.598
1672,2019,3,PATO BRANCO,1317.2544,72.588
1673,2019,3,PATOS,1093.6249,66.14
1674,2019,3,PATOS DE MINAS,1321.9406,72.717
1675,2019,3,PATROCINIO,1116.9967,66.843
1676,2019,3,PAULINIA,974.46985,62.433
1677,2019,3,PAULISTA,1009.7777,63.554
1678,2019,3,PAULO AFONSO,994.677,63.077
1679,2019,3,PELOTAS,1010.032,63.562
1680,2019,3,PETROLINA,852.8736,58.408
1681,2019,3,PETROPOLIS,1015.1871,63.724
1682,2019,3,PICOS,1104.7979,66.477
1683,2019,3,PIMENTA BUENO,1650.1063,81.243
1684,2019,3,PINDAMONHANGABA,915.6676,60.52
1685,2019,3,PINHAIS,1078.6626,65.686
1686,2019,3,PINHEIRO,1630.2617,80.753
1687,2019,3,PIRACICABA,1037.2264,64.412
1688,2019,3,PIRASSUNUNGA,1079.6482,65.716
1689,2019,3,PIRIPIRI,1605.2042,80.13
1690,2019,3,POA,871.13525,59.03
1691,2019,3,POCOES,800.4656,56.585
1692,2019,3,POCOS DE CALDAS,1123.4563,67.036
1693,2019,3,PONTA GROSSA,1026.113,64.066
1694,2019,3,PONTA PORA,1107.7249,66.565
1695,2019,3,PORANGATU,1098.2596,66.28
1696,2019,3,PORTO ALEGRE,1106.1278,66.517
1697,2019,3,PORTO FERREIRA,941.9375,61.382
1698,2019,3,PORTO NACIONAL,1213.7211,69.677
1699,2019,3,PORTO SEGURO,940.9863,61.351
1700,2019,3,PORTO VELHO,1232.993,70.228
1701,2019,3,POUSO ALEGRE,1079.681,65.717
1702,2019,3,PRAIA GRANDE,1190.2155,68.999
1703,2019,3,PRESIDENTE DUTRA,1403.7761,74.934
1704,2019,3,PRESIDENTE PRUDENTE,975.0006,62.45
1705,2019,3,PRESIDENTE VENCESLAU,1008.6023,63.517
1706,2019,3,QUIXADA,1160.3901,68.129
1707,2019,3,RECIFE,1048.6263,64.765
1708,2019,3,REDENCAO,2085.886,91.343
1709,2019,3,RESENDE,1431.071,75.659
1710,2019,3,RIBEIRAO PIRES,1272.884,71.355
1711,2019,3,RIBEIRAO PRETO,1557.9598,78.942
1712,2019,3,RIO BONITO,946.4237,61.528
1713,2019,3,RIO BRANCO,1480.4026,76.952
1714,2019,3,RIO CLARO,854.01294,58.447
1715,2019,3,RIO DE JANEIRO,1040.0303,64.499
1716,2019,3,RIO GRANDE,1096.1066,66.215
1717,2019,3,RIO LARGO,999.0973,63.217
1718,2019,3,RIO VERDE,1150.2272,67.83
1719,2019,3,RONDONOPOLIS,2351.6196,96.987
1720,2019,3,SABARA,1178.3086,68.653
1721,2019,3,SALGUEIRO,1233.4846,70.242
1722,2019,3,SALTO,924.49445,60.811
1723,2019,3,SALVADOR,912.0702,60.401
1724,2019,3,SANTA BARBARA D'OESTE,990.3924,62.941
1725,2019,3,SANTA CRUZ DO CAPIBARIBE,956.07733,61.841
1726,2019,3,SANTA CRUZ DO RIO PARDO,1231.4133,70.183
1727,2019,3,SANTA CRUZ DO SUL,987.9078,62.862
1728,2019,3,SANTA INES,1324.5596,72.789
1729,2019,3,SANTA MARIA,1317.1819,72.586
1730,2019,3,SANTANA DO LIVRAMENTO,988.56793,62.883
1731,2019,3,SANTAREM,1276.7043,71.462
1732,2019,3,SANTO ANDRE,1063.0535,65.209
1733,2019,3,SANTO ANGELO,1138.7925,67.492
1734,2019,3,SANTO ANTONIO DA PLATINA,969.2948,62.267
1735,2019,3,SANTO ANTONIO DE JESUS,857.8748,58.579
1736,2019,3,SANTO ANTONIO DE PADUA,802.9289,56.672
1737,2019,3,SANTOS,1317.3633,72.591
1738,2019,3,SAO BERNARDO DO CAMPO,1176.5243,68.601
1739,2019,3,SAO CAETANO DO SUL,1475.8275,76.833
1740,2019,3,SAO CARLOS,1407.3752,75.03
1741,2019,3,SAO FRANCISCO DE ITABAPOANA,1103.1366,66.427
1742,2019,3,SAO GABRIEL,1369.259,74.007
1743,2019,3,SAO GONCALO,1049.1445,64.781
1744,2019,3,SAO JOAO DA BOA VISTA,1188.9739,68.963
1745,2019,3,SAO JOAO DE MERITI,938.9628,61.285
1746,2019,3,SAO JOAO DEL REI,1080.0425,65.728
1747,2019,3,SAO JOSE,1060.1862,65.121
1748,2019,3,SAO JOSE DE RIBAMAR,1195.2578,69.145
1749,2019,3,SAO JOSE DO RIO PRETO,1096.7688,66.235
1750,2019,3,SAO JOSE DOS CAMPOS,1023.13617,63.973
1751,2019,3,SAO JOSE DOS PINHAIS,1071.7766,65.476
1752,2019,3,SAO LEOPOLDO,985.0496,62.771
1753,2019,3,SAO LUIS,1081.0944,65.76
1754,2019,3,SAO LUIZ GONZAGA,1363.271,73.845
1755,2019,3,SAO MATEUS,946.6083,61.534
1756,2019,3,SAO PAULO,1130.1364,67.235
1757,2019,3,SAO ROQUE,1118.5345,66.889
1758,2019,3,SAO SEBASTIAO DO PARAISO,1092.9636,66.12
1759,2019,3,SAO VICENTE,1007.4911,63.482
1760,2019,3,SAPIRANGA,1157.7346,68.051
1761,2019,3,SAPUCAIA,1028.5491,64.142
1762,2019,3,SAPUCAIA DO SUL,1142.8456,67.612
1763,2019,3,SAQUAREMA,747.3389,54.675
1764,2019,3,SENHOR DO BONFIM,1158.9259,68.086
1765,2019,3,SERRA,933.1803,61.096
1766,2019,3,SERRA TALHADA,1457.1398,76.345
1767,2019,3,SERRINHA,762.5606,55.229
1768,2019,3,SERTAOZINHO,1128.2545,67.179
1769,2019,3,SETE LAGOAS,1088.472,65.984
1770,2019,3,SIMOES FILHO,872.523,59.077
1771,2019,3,SINOP,2463.0376,99.258
1772,2019,3,SOBRAL,1207.91,69.51
1773,2019,3,SOROCABA,1124.6298,67.071
1774,2019,3,SORRISO,2358.6562,97.132
1775,2019,3,SOUSA,986.71375,62.824
1776,2019,3,SUMARE,1315.4767,72.539
1777,2019,3,SUZANO,920.2729,60.672
1778,2019,3,TABOAO DA SERRA,1141.6627,67.577
1779,2019,3,TATUI,1114.8921,66.78
1780,2019,3,TAUBATE,944.8554,61.477
1781,2019,3,TEIXEIRA DE FREITAS,830.6212,57.641
1782,2019,3,TEOFILO OTONI,1099.1877,66.308
1783,2019,3,TERESINA,947.93176,61.577
1784,2019,3,TERESOPOLIS,1050.5702,64.825
1785,2019,3,TIMOTEO,1275.7755,71.436
1786,2019,3,TOLEDO,1617.3668,80.433
1787,2019,3,TORRES,1371.5172,74.068
1788,2019,3,TRES CORACOES,1105.9948,66.513
1789,2019,3,TRES LAGOAS,933.1192,61.094
1790,2019,3,TRES RIOS,872.34576,59.071
1791,2019,3,TRINDADE,1310.5848,72.404
1792,2019,3,TUBARAO,1090.6836,66.051
1793,2019,3,TUPA,1030.4742,64.202
1794,2019,3,UBA,1215.6031,69.731
1795,2019,3,UBATUBA,1008.57056,63.516
1796,2019,3,UBERABA,1185.6659,68.867
1797,2019,3,UBERLANDIA,1191.6649,69.041
1798,2019,3,UMUARAMA,1239.0752,70.401
1799,2019,3,UNAI,1529.9441,78.229
1800,2019,3,UNIAO DA VITORIA,1241.2938,70.464
1801,2019,3,VACARIA,1377.8202,74.238
1802,2019,3,VALENCA,1145.8563,67.701
1803,2019,3,VALINHOS,873.3207,59.104
1804,2019,3,VALPARAISO DE GOIAS,913.6111,60.452
1805,2019,3,VARGINHA,984.0769,62.74
1806,2019,3,VARZEA GRANDE,2196.6094,93.736
1807,2019,3,VARZEA PAULISTA,1007.30066,63.476
1808,2019,3,VIAMAO,1235.417,70.297
1809,2019,3,VICOSA,1346.6698,73.394
1810,2019,3,VIDEIRA,1244.7843,70.563
1811,2019,3,VILA VELHA,924.1904,60.801
1812,2019,3,VILHENA,1644.5052,81.105
1813,2019,3,VINHEDO,1192.6663,69.07
1814,2019,3,VITORIA,1028.3566,64.136
1815,2019,3,VITORIA DA CONQUISTA,1051.3158,64.848
1816,2019,3,VITORIA DE SANTO ANTAO,864.3894,58.801
1817,2019,3,VOLTA REDONDA,1156.272,68.008
1818,2019,3,VOTORANTIM,1038.2573,64.444
1819,2019,3,VOTUPORANGA,980.72314,62.633
1820,2019,3,XANXERE,1447.422,76.09
1821,2019,3,XINGUARA,2120.004,92.087
1822,2019,3,ALENQUER,1789.4169,84.603
1823,2019,3,ALTAMIRA,1845.1321,85.91
1824,2019,3,BARRA DO CORDA,1505.052,77.59
1825,2019,3,MACAPA,1397.9374,74.778
1826,2019,3,PARAGOMINAS,2070.614,91.008
1827,2019,3,PARINTINS,1448.183,76.11
1828,2019,3,SANTA ROSA,1404.6005,74.956
1829,2019,3,SANTANA,1358.291,73.71
1830,2019,3,URUGUAIANA,1656.4086,81.398
1831,2019,3,TEFE,1438.3057,75.85
1832,2019,4,ABAETETUBA,1165.9835,68.293
1833,2019,4,ACAILANDIA,1105.6622,66.503
1834,2019,4,ADAMANTINA,1074.7906,65.568
1835,2019,4,AGUAS LINDAS DE GOIAS,909.5653,60.318
1836,2019,4,ALAGOINHAS,992.565,63.01
1837,2019,4,ALEGRETE,1150.8717,67.849
1838,2019,4,ALFENAS,989.4799,62.912
1839,2019,4,ALTA FLORESTA,2427.188,98.533
1840,2019,4,ALVORADA,973.15924,62.391
1841,2019,4,AMERICANA,1056.5425,65.009
1842,2019,4,AMPARO,1241.0824,70.458
1843,2019,4,ANANINDEUA,1208.501,69.527
1844,2019,4,ANAPOLIS,1273.8118,71.381
1845,2019,4,ANGRA DOS REIS,1216.7539,69.764
1846,2019,4,APARECIDA DE GOIANIA,1260.8535,71.017
1847,2019,4,APUCARANA,986.08563,62.804
1848,2019,4,ARACAJU,1190.4225,69.005
1849,2019,4,ARACATUBA,1004.89,63.4
1850,2019,4,ARACRUZ,952.9569,61.74
1851,2019,4,ARAGUAINA,1561.7513,79.038
1852,2019,4,ARAGUARI,1222.0618,69.916
1853,2019,4,ARAPIRACA,946.82367,61.541
1854,2019,4,ARAPONGAS,1008.4118,63.511
1855,2019,4,ARARANGUA,993.8572,63.051
1856,2019,4,ARARAQUARA,1451.991,76.21
1857,2019,4,ARARAS,1232.9227,70.226
1858,2019,4,ARARIPINA,1161.7191,68.168
1859,2019,4,ARARUAMA,704.4778,53.084
1860,2019,4,ARAUCARIA,945.6855,61.504
1861,2019,4,ARAXA,1120.8099,66.957
1862,2019,4,ARCOVERDE,1106.893,66.54
1863,2019,4,ARIQUEMES,1469.8406,76.677
1864,2019,4,ASSIS,1133.4669,67.334
1865,2019,4,ASSIS CHATEAUBRIAND,1628.6875,80.714
1866,2019,4,ATIBAIA,1004.31946,63.382
1867,2019,4,AVARE,929.8535,60.987
1868,2019,4,BACABAL,1217.0679,69.773
1869,2019,4,BAGE,1143.2852,67.625
1870,2019,4,BALNEARIO CAMBORIU,1286.6927,71.741
1871,2019,4,BALSAS,1720.6318,82.961
1872,2019,4,BARBACENA,1131.6497,67.28
1873,2019,4,BARRA DO PIRAI,1227.5212,70.072
1874,2019,4,BARRA MANSA,1136.735,67.431
1875,2019,4,BARREIRAS,1111.1555,66.668
1876,2019,4,BARRETOS,1034.555,64.329
1877,2019,4,BARUERI,1055.2102,64.968
1878,2019,4,BAURU,1045.2612,64.661
1879,2019,4,BAYEUX,1117.8324,66.868
1880,2019,4,BEBEDOURO,1111.3889,66.675
1881,2019,4,BELEM,1087.5814,65.957
1882,2019,4,BELFORD ROXO,928.2381,60.934
1883,2019,4,BELO HORIZONTE,991.24225,62.968
1884,2019,4,BELO JARDIM,949.5026,61.628
1885,2019,4,BENTO GONCALVES,1127.885,67.168
1886,2019,4,BETIM,1150.329,67.833
1887,2019,4,BIGUACU,1095.6431,66.201
1888,2019,4,BIRIGUI,977.75037,62.538
1889,2019,4,BLUMENAU,1224.5801,69.988
1890,2019,4,BOA VISTA,1651.7316,81.283
1891,2019,4,BOM DESPACHO,1476.058,76.839
1892,2019,4,BOTUCATU,1027.7474,64.117
1893,2019,4,BRAGANCA,1369.7401,74.02
1894,2019,4,BRAGANCA PAULISTA,947.6854,61.569
1895,2019,4,BRASILIA,1240.7654,70.449
1896,2019,4,BRUMADO,789.18854,56.185
1897,2019,4,BRUSQUE,966.215,62.168
1898,2019,4,CABEDELO,1112.6227,66.712
1899,2019,4,CABO DE SANTO AGOSTINHO,949.99567,61.644
1900,2019,4,CABO FRIO,918.3324,60.608
1901,2019,4,CACADOR,1083.891,65.845
1902,2019,4,CACAPAVA,1006.1901,63.441
1903,2019,4,CACERES,1515.5839,77.861
1904,2019,4,CACHOEIRA DO SUL,1015.0596,63.72
1905,2019,4,CACHOEIRINHA,979.31445,62.588
1906,2019,4,CACHOEIRO DE ITAPEMIRIM,1005.1753,63.409
1907,2019,4,CACOAL,1784.4711,84.486
1908,2019,4,CAETITE,802.7589,56.666
1909,2019,4,CAICO,1233.4846,70.242
1910,2019,4,CALDAS NOVAS,1075.8073,65.599
1911,2019,4,CAMACARI,972.41064,62.367
1912,2019,4,CAMBE,1148.6338,67.783
1913,2019,4,CAMPINA GRANDE,963.82306,62.091
1914,2019,4,CAMPINAS,1014.9322,63.716
1915,2019,4,CAMPO BELO,1159.4025,68.1
1916,2019,4,CAMPO GRANDE,1113.924,66.751
1917,2019,4,CAMPO LARGO,930.55505,61.01
1918,2019,4,CAMPO MOURAO,1336.8895,73.127
1919,2019,4,CAMPOS DOS GOYTACAZES,989.32263,62.907
1920,2019,4,CANINDE,1268.7488,71.239
1921,2019,4,CANOAS,1051.3158,64.848
1922,2019,4,CARAGUATATUBA,1020.9303,63.904
1923,2019,4,CARAPICUIBA,1040.6108,64.517
1924,2019,4,CARATINGA,1274.133,71.39
1925,2019,4,CARIACICA,908.0881,60.269
1926,2019,4,CARUARU,989.7316,62.92
1927,2019,4,CASCAVEL,1317.1819,72.586
1928,2019,4,CASTANHAL,1272.9553,71.357
1929,2019,4,CASTRO,1068.0477,65.362
1930,2019,4,CATALAO,1051.8995,64.866
1931,2019,4,CATANDUVA,983.8887,62.734
1932,2019,4,CAUCAIA,1263.7314,71.098
1933,2019,4,CAXIAS,1023.55206,63.986
1934,2019,4,CAXIAS DO SUL,1160.2198,68.124
1935,2019,4,CHAPECO,1555.7108,78.885
1936,2019,4,CIANORTE,1088.2081,65.976
1937,2019,4,CODO,1450.4673,76.17
1938,2019,4,COLATINA,954.34656,61.785
1939,2019,4,COLOMBO,1085.1754,65.884
1940,2019,4,CONCEICAO DO ARAGUAIA,1632.8469,80.817
1941,2019,4,CONCORDIA,1147.8206,67.759
1942,2019,4,CONGONHAS,993.8887,63.052
